メチャクチャ,スカウト,ウジャウジ,ブルメー,ジタバタ,カタブツ,ハッキリ,オードブ,ワーアップ,トップク,コントロ,ビシバシ,バッチリ,ゴキブリ,トロウル,グッドタ,カッチリ,サッパリ,カップル,ボロカス,ガッカリ,スッパリ,マザコン,ザックザク
1,3,1,1,1,1,60,1,2,5,1,1,2,1,1,1,1,1,2,1,1,1,1,1
