ぱっちり,はっきり,くっきり,だったら,からずる,からすっ,もそのし,ことだっ,かすがく,すること,ぶかのし,たらしく,しなかっ,もりだっ,ひたすら,だくくら,わなかっ,かったか,こしてく
2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
