ぐらいじ,かくんかす,しながら,きらいが,うところ,いがする,するから,からのー,うだから,かっぷる,ごとふら,ついてく,じところ,さんだっ,こしてく
1,1,2,1,1,1,1,1,1,2,1,1,1,1,1
