ブルメー,パラメー,オーラン,カラフル,ブラザー,スーツケ,カツコツ,ガタンゴトン,コウモリ,カチャカチ,ノーボー,ブルチョコ,クッキー,スーパー,ワードロ,カステラ,シャッフル,カップル,ズッキー,ピリオド,サングラ,ガリゴリ,ペットボ,ハッピー
1,1,1,1,1,1,2,1,1,1,1,1,1,8,2,3,1,1,2,1,3,1,1,1
