はっきり,ちらから,うとする,ついたか,にこちら,だったら,がしばら,ことすら,ことだっ,さんから,すること,ぼそうと,ことから,ついたら,しなかっ,なようだ,かったっ,わなかっ,もりかっ
2,2,1,1,1,1,1,1,1,2,3,2,1,1,2,1,1,1,1
