メチャクチャ,スッキリ,ブーメラ,ジタバタ,ハッキリ,ハッアハ,サッパリ,ガッチリ,クッキリ,ツカボク,クドクッ,ノーブラ
1,2,1,1,1,1,2,2,1,1,1,1
