ふっかつ,わいがっ,ふさがっ,すっきり,うところ,さっそく,ふさがり,だったら,きらいじ,のたしな,さんすご,しなぐさ,うだから,だったか,もろのろ,すること,ついたら,しなかっ,さんがや,すごかっ,ぶつかっ,もたちか,とこわし,よろこん,ぎたとこ,かったら,はたくさ,かったか,だらおい,うしたら,いそうだ
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
