メチャクチャ,スッキリ,サンキュー,ソワモジ,フルコン,ブラザー,バッチリ,ガチトー,カチャカチ,ランクス,スーパー,カリガリ,コンチク,クッキリ,カップル,パラドク,ブラジャー,コンプリ,ドタバタ,ポッキー,ハッピー
8,2,1,1,1,2,1,1,2,4,8,1,1,1,7,1,2,1,1,5,1
