バックス,ブラボー,トップク,ブラザー,コントロ,トロゲー,バッチリ,ブラコン,トロオド,コウモリ,ノープル,ゲームシ,バリスタ,ワタハラ,ブラジャー,コンプリ,ペッドボ,キーボー,キチクラ,ノサウル,ハラワタ
3,2,1,15,3,2,1,1,2,13,2,2,15,1,5,3,1,13,1,6,1
