ガタガタ,ボサボサ
['王子と【小人】は白雪姫をよそに取っ組み合いの喧嘩を始めた。その間棺はガタガタ揺れまくる。何度も揺らしているうちにとうとう白雪姫が地面に落ちてしまった。'],['乱闘でボサボサになった髪の王子はそう言うと白雪姫に口づけした。']
