けっこん,うとする,しながら,するから,からもそ,だったら,からこん,くらいじ,だったか,からぶつ,しなさん,もそうだ,ぱらから,もりだっ,すらぼこ,からする,わなかっ,かったか,くすかり,ぐっとく,かってく,からかき
1,1,2,2,1,3,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1
