ごそごそ,へとへと,ぺらぺら
['\u3000お菓子でも出そうと台所でごそごそしている間に、感心なことに少年は机の上に宿題を広げていた。'],['\u3000夜が明けた後、俺も武井もへとへとであったが、武井の目は輝いていた。'],['\u3000手渡されたふぁいるをぺらぺらとめくってみる。']
