ぽつぽつ,ぎりぎり,がりがり
['『あれ、て言うかぽつぽつ雨降って来てない？ 雨降って来たじゃん※』'],['\u3000明日は土曜なので急いでやる必要もないのだが、面倒な事を後回しにするのは良くない。下手に後回すとそれこそぎりぎりで課題に追われる子供みたいになってしまう。'],['\u3000精神力をがりがりと削られた僕は、迷わずべっどにだいぶしそのまま目を閉じた。丸付けは明日で良いや。']
