スカウト,ヘッドロ,ワイトボ,ブラボー,サンキュー,カラフル,コントロ,ランクイ,バッチリ,サンガツ,ムズアップ,サンフラ,コンピュー,ガクブル,スクラン,スーパー,モロコシ,カップル,コンプリ,キーボー,ワイドシ,ハッピー
1,3,2,2,1,6,1,1,2,1,2,1,1,1,1,4,1,1,1,2,9,1
