スカウト,スッキリ,カタコト,スクドー,ハッキリ,パーカッ,ザートコ,トップク,バッチリ,ガサゴソ,パッチリ,コウモリ,スーパー,キーグラ,カップル,コンスカ,プルンプル,ホットコ,ブラジャー
3,4,1,2,4,1,5,1,3,1,1,3,1,1,2,1,2,1,15
