バックス,ガチャガチ,ブーメラ,キーパー,ワーウル,ワーアップ,ボコスカ,メラプラ,プラグイ,サンドバ,ズタボロ,ドッキドキ
1,1,1,4,1,2,1,1,36,1,1,1
