へこへこ,ぼろぼろ
['\u3000普段は敬語でへこへこしているわいと氏の、わいと氏らしくない乱暴な口調に、後輩のいんきゅばす氏が驚くより先にきれました。基本的に魔族は脳筋の単細胞なのです。'],"['\u3000勇者様を叱咤する姫武将さんも、甲冑と呼ばれる鎧をぼろぼろにして、頭から一筋の血を流しています。傷自体は聖女様の治癒魔法で塞がっていますが、だめーじは小さくありません。', '\u3000守護騎士さんもぼろぼろですが、えるふ族のいけめんふぇいすをにひるに笑わせて、世界樹の枝より削りだし、宝石のような輝きを持ちながらも鋼鉄よりも丈夫なその宝剣を構えます。', '\u3000姫武将さんは一番ぼろぼろな勇者様を担いで、戦線を離脱しようとします。逃げることは姫武将の名折れ、しかし、今はこうするしか無いのです。守護騎士さんの決意を無駄にしないために、世界を守るために。']"
