メチャクチャ,ボクサー,カラフル,ウロチョロ,パッチリ,ヨロシク,コウモリ,ランクス,カツサン,ホッゴホ,ガッチリ,コンパッ,サングラ,ペラグラ
1,1,1,1,1,1,1,4,8,1,1,1,1,4
