オタマジ,スッキリ,ハッキリ
['「ウーパールーパーというのは両生類の一種であり、その大きな特徴の一つに『｜幼形成熟《ネオテニー》』が挙げられます。同じ両生類の仲間であるカエルを想像していただければわかると思いますが、カエルというのは、オタマジャクシからカエルへの過程でその形状に変化が起こります。しかしウーパールーパーにはこの形状変化がないのです。それから、一般に小さい生き物と誤解されているようですが、実のところ平均でも二十五センチほど、大きいものは三十センチを超えるケースもあり、『小さくかわいらしい』というイメージは誤りと言わざるを得ませんでした。しかし、わたくしは思うのです」\n'],['「ああ。オイラたちはどっちも、頭のかたちが美しいんだ。頭上から見れば上下左右均等っていうかさ……ヘッ。こんなに美しい頭蓋をしてるんじゃァ、髪の毛だって恥ずかしがって逃げちまうわけだよ。今まで自慢になるかと思って言えなかったが、ようやくスッキリしたぜ」\n'],['\u3000けれど俺たちにはどこか似た部分があった。それがなんだったのか……今ならハッキリと口にできる気がするよ。\n']
