ニヤニヤ,パクパク,ニコニコ,モヤモヤ,ゲラゲラ,トロトロ,ニタニタ
['\u3000そう思いながらもニヤニヤと笑ってしまう口元は止められなかった。\n'],['\u3000ムッスコなんて状況についていけず口をパクパクさせてる。\n'],['\u3000声をかければ甘いものが好きなギャル子はニコニコ笑顔。ムッスコも嫌いじゃないので拒否はしない。\n'],['\u3000本人は気付いてないみたいが、おっきいお胸を押し付ける形だ。旦那は何ら動揺してないけど、見てるこっちは非常にモヤモヤする。\n'],['\u3000格好は完全に黒ギャルだけど、この子はそういう優しい子なのだ。なのに、ゆーなの勇気を馬鹿にするように男達はゲラゲラと笑いだす。\n'],['\u3000上のお兄ちゃんは仕事柄あんまり家には帰ってこないので、基本は四人で夕食だ。今晩のメニューはじゃがいもグラタン。生クリームをたっぷり使ってトロトロにして、チーズにはしっかり焦げ目もついて非常にいい出来。実際食べたらかなり美味しいのだが。\n'],['\u3000誰に案内されるでもなく、適当な椅子へ勝手に座り、ニタニタと嘗め回すように店長さんを見る。\n']
