スカウト,サクラン,スッキリ,ボクサー,ワクプラ,トロクイ,サンプル,クッキー,シャッフル,カップル,バッシャー,ダックス,オートロ,ポッキー,ノーブラ
1,1,1,1,2,1,1,5,1,7,1,1,1,6,1
