メリメリ,ボコボコ,プルプル,トゲトゲ,ザワザワ
['\u3000メリメリメリドドーン。'],['鍛冶屋の裏手に捨ててあったボコボコになった鉄兜を貰ってきたので、そこに水を汲んで焚火の傍に置く。'],['\u3000王様の両隣にいる二人だけが無傷だが、両方とも老人だ。プルプルしてる。無傷だが最初から戦える状態にない。たぶん、この謁見の間で一番強いのは王様。'],['「大量の魔石を売った金で、破城槌に鉄板とトゲトゲを埋め込み攻撃力を大幅に上げることに成功した」'],"['\u3000ザワザワっと騒ぐ声がする。俺たちは馬小屋なのかとか、すげぇ人間扱いじゃねぇとか。', '\u3000ザワザワが大きくなる。おめぇんとこの坊主強いぞとか、さすが勇者の末裔だ頭おかしいぞとか。やかましい。']"
