つらだっ,とーくに,くっつい,はっきり,ちらから,わいがや,にこちら,わらずく,からこん,ことばっ,こんだっ,だったか,たっぷり,すること,さんのた,からふる,かったっ,ころから,ちかけた,ばっちり,さんだっ,わないが
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
