ばたばた,うきうき,がらがら,きらきら,つやつや,うろうろ
['\u3000ぎるばーとと目が合った瞬間、ばたばたと倒れていく令嬢達。ゆりあなは震える足で何とか踏みとどまったものの、完全にぎるばーとの美しさに飲まれていた。'],['\u3000早く子供が見たいとうきうきするぎるばーとに、くらうすは死んだ魚のように濁った目で相槌を打つ。'],['\u3000しかし王子がやって来た途端、ゆりあなの舞台はがらがらと崩れ去ったのである。'],['\u3000いつもは無表情なぎるばーとが天使と形容される美しい容姿をきらきらと輝かせ、いかにゆりあなが王太子妃に相応しいかをくらうすに語りかける。数ゖ月前、お茶会で出会ってからぎるばーとはすっかりゆりあなに惚れ込んでしまっていた。'],['\u3000辛い探求と実践の日々を乗り越え、ゆりあなは自ら納得がいく美を手に入れた。白磁のような肌はさらに磨き上げられ、唇はつやつやと朝露を濡れたさくらんぼのようだ。最新型のこるせっとを見につけた身体は人魚のような括れが生まれている。妖精を通りこして女神だと自画自賛した。'],['\u3000ぎるばーとは緊張しているのか通常の3倍くらい饒舌で、忙しなく部屋中をうろうろしては窓に張り付いている。くらうすはとある筋からゆりあなの体調不良の真実を知っているのでなんともいえない表情を浮かべていた。']
