メチャクチャ,スカウト,トッポト,ドサクサ,ポテスラ,オードブ,バッチリ,グラスタ,ランカラ,ノコギリ,バッサバ,カチャカチ,ホッゴホ,モロコシ,バッシャー,チリンチリ,クッザク,ホットコ,イガクイ,ホッケホ,ドタバタ,クスカリ
5,1,1,3,63,4,1,3,1,4,1,1,1,18,2,1,2,9,14,1,1,2
