バタフラ,バッサバッ,ジタバタ,コントロ,ポコスカ,ギャースカ,バッシバ,スッキリ,フルスイ,クースク,ガシャガシ,ワーアップ,バッチリ,ヨロシク,ワーバラ,クッキー,スーパー,スゴブリ,ムシケラ,ウロチョロ,コウモリ,バックス,パックタ,ドシンドシ,メージト,ノーラン
14,6,2,8,1,2,1,2,2,2,1,2,1,2,1,3,1,5,1,1,1,6,1,1,1,1
