バッズブ,サーカス,ハッキリ,コントロ,トップク,ヘッドロ,フルスイ,スカウト,ダダダッ,オーホッ,ワーバラ,バックッ,タドタッ,コンチク,パラメー,コウモリ,バックス,サッパリ,ガチャガチ,ドサクサ,ムズアップ,ドタバタ,タッカタ
1,4,10,10,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
