ジタバタ,コントロ,スッキリ,カップル,ダダダッ,ワーアップ,バッチリ,ワーウル,ヒップラ,バックス,ザードキ,ガチムチ,メチャクチャ,ガッカリ,ノタウロ,トップス,ムシャムシ,ガクブル,モリアワ
2,4,1,1,1,2,4,19,5,5,7,2,2,1,59,1,1,2,1
