ハッキリ,ザードバ,ヒュースー,バックダ,ブラクネ,トップク,カップル,バックス,カラフル,ドタバッ,ガチャガチ,ユルサン,ドタバタ
1,1,1,2,39,1,2,1,1,1,1,1,1
