トコノコ,カップル,ガシャガシ,ワーアップ,バッチリ,ノタウル,ホッゴホ,スーパー,ガラクタ,ヌメネチ,サッサー,ジリスク,ランコロン,バックス,ヒョロガリ,ピカゴテ,ガチャガチ,サンキュー,キューメー,キラゴテ,ガクブル,バリスタ,ガバガボ
1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
