トップク,ムシチュー,スカウト,バリボリ,ワーウル,ワーバラ,サンプル,オーギー,ノコギリ,ワーキャッ,ノタウロ,ガチャガチ,バリスタ,ドタバタ
2,2,1,1,1,1,2,25,1,21,2,1,2,1
