バタフラ,コントロ,モジャモジ,トップク,キーワー,スカウト,ツートッ,フラワー,ノタウル,クッキー,ガラクタ,カラフル,メージト,コンパク,キャーワイ
1,7,1,4,1,3,1,7,1,2,3,1,14,1,1
