ドキドキ,キラキラ,ハラハラ,コクコク
['\u3000ベルグリフは微笑んで剣を引いた。彼も息は上がっているが、サーシャと違って満身創痍といった風ではない。だが、サーシャの実力は、油断すれば負けていた、という程のものである。年かさの意地のようなもので余裕のある佇まいを崩さずにいるが、内心は良く勝てたものだ、と結構ドキドキしていた。\n'],"['\u3000だが、そんなベルグリフの想像とは裏腹に、サーシャはキラキラと目を輝かせてベルグリフの手を取った。頬が上気している。\n', '\u3000とミリアムが言うと、アンジェリンはキラキラした目でコクコクと頷いた。\n']",['\u3000今までハラハラした面持ちでこのやり取りを見守っていた少女二人が、アンジェリンを止めに入った。アンジェリンは大きく息を吐くと、受付嬢を見た。怒鳴った。\n'],['\u3000とミリアムが言うと、アンジェリンはキラキラした目でコクコクと頷いた。\n']
