ハッキリ,マザコン,ガタタッ,ズタボロ,トップク,ブラザー,スッキリ,バッドボ,オーガタ,ピーキー,ホッケホ,ツルペタ,キーパー,キーボー,クッキー,スーパー,ガラクタ,ジリスク,ノタウロ,サッパリ,ブラジャー,ゴキブリ,コンパク,トッパー,ポッキリ,ビシバシ
2,2,1,1,1,1,3,38,2,1,1,1,1,1,3,1,1,1,14,1,2,5,1,1,1,1
