スッパリ,ハッキリ,ジタバタ,コントロ,キーワー,ガッチリ,スッキリ,パッチリ,バッチリ,サッコウ,カッチリ,ポッコリ,ガッカリ
1,7,1,1,1,1,4,1,1,13,1,1,1
