ホログラ,コンガリ,ジタバタ,コントロ,カリホク,スッキリ,ハッピー,クッキー,カッチリ,チリンチリ,テクノロ,コウモリ,ウジムシ,グチャグチ,ランサー,メタトロ,コンサー
4,1,1,1,1,1,1,2,1,1,3,2,1,1,6,31,3
