スクワー,カラブリ,コントロ,トップク,ランカラ,スッキリ,スカウト,フラワー,クッキー,ランクド,ノコギリ,カラカッ,コウモリ,シオドシ,ブーメラ,クタイガ,ブルメー,トッパー,ワイザラ
1,2,1,1,1,1,19,1,1,2,1,1,1,2,3,1,1,1,7
