サーカス,ザーサラ,コントロ,ズタボロ,ムシチュー,スカウト,ウロボロ,カップル,カップリ,ピードタ,サンプル,スクラン,ジャーキー,パラメー,コウモリ,カチャカチ,クスカリ,ブルメー,トッパー,コンプリ
2,1,1,1,4,3,73,8,1,1,1,1,7,1,4,1,61,1,1,2
