ボキバキ,ハッキリ,ドササー,コントロ,モジャモジ,キロプラ,ガクンガク,スッキリ,スカウト,バキボキ,バッチリ,ブラコン,オーガバ,スーパー,ランゲー,バックス,カチコチ,ドシンドシ,ドロオド,モロコシ,グーパー,サックサ,トップス,ガクブル,ビシバシ,サンクス
1,6,1,1,1,1,1,2,1,1,1,1,2,1,2,18,2,1,1,7,1,1,1,1,1,1
