スクワー,ジタバタ,コントロ,ズタボロ,トップク,スカウト,グラプス,ツートッ,ブースタ,スーパー,ブーメラ,カチャカチ,ブルメー,トップス,ツーラン,トッパー
1,1,3,1,8,5,2,1,1,1,1,1,1,2,2,2
