コントロ,スカウト,イラクサ
['\u3000催眠の花粉は、眠らせるだけなら命令せずとも機能することがわかった。使い方によっては敵兵の動きをコントロールして、目的地に侵入するまでの障害を排除することもできるだろう。\n'],"['\u3000他の学校における卒業式という催しは、この学院には存在しない。『選霊の儀』を終えると生徒たちがどんどんスカウトを受けて抜けていくので、クラス全員で集まるという機会も、気がつけば無くなっている。\n', '\u3000十五歳で『選霊の儀』を受けてから、二十歳までの五年間。与えられた時間は一般的な生徒なら十分だが、外れの精霊を引いてしまった生徒は、まず普通にやっていたら、スカウトされて職を得られるということはない。\n', '\u3000そう言ってみて気がつく。外部からの学院生へのスカウトは、学院長から伝えられることがほとんどだ。\n']","['\u3000奥に近づくほど、魔物はどうしても近づかせたくないのか、俺たちへの攻撃を強める。しかしイラクサだけは、俺の言葉を聞き入れて一度も攻撃してこなかった。\n', '\u3000土中の地下茎から発芽し、地表に姿を現すイラクサの変異種――それが、廃棄庭園へ進むものを全て拒絶するかのように、無数に灰色の土地から姿を表し、天を衝くほどの高さにまで伸びて、蛇のようにうねっている。\n', '「この葉の形は……やっぱりそうだ。この魔物は、イラクサと呼ばれるものが変化したものです。魔物のように変化しているが、元は植物だった。薬草として使われることもあります」\n', '「使い方次第で、毒にも薬にもなります。イラクサは、動物から食害を受けることが多い地方では、茎に棘が生えることがある。巻きついた部分を傷つけてしまったのは、その棘にあたります」\n', '\u3000しかし、この目の前に広がる森は――先ほどのイラクサは俺の知っている植物だったが、それも独自の進化を遂げている。目の前の花たちは、その形自体見たことがない。\n', '\u3000魔物化した植物を元に戻せば、この森は必ずかつての姿に戻る。そのためには、あのイラクサが『神』と呼んだ存在に会わなくてはならない。\n']"
