いじめた,ざわめき,ことくら,らんくだ,かったた,じたから,もそもじ,くいから,ぶりつい,こつさん,てかわし,ぐちゃぐち,こしたか,しとらん,はっきり,らんくに,くらいが,もこうは,めたこと,うとする,くっきり,よろしく,こそぼろ,しながら,うところ,するから,のしがら,さっそく,ずたぼろ,ついたか,さんこそ,うしたっ,けたこと,もだめー,つけてか,がさてら,にこちら,だったら,からだっ,からつい,ことすら,へっぽこ,ことだっ,のさてら,まろうと,するのさ,けっぷり,うだから,ころだっ,からがた,のこねと,だったか,こんとろ,もくずか,すらつい,てらだっ,てらへと,からぶつ,めたのさ,おーくに,かっぷる,おいてく,わらずけ,するなよ,へとたど,もそうだ,がってく,こうする,とっぷく,からがみ,するのー,すること,さらにこ,ずかしな,たらしく,ばっかり,ぶつけら,ことから,からぶす,からはき,くつもり,かすこと,しなかっ,あっぷする,からおろ,するにこ,もりだっ,ぶつかっ,ずかしげ,ことする,からのこ,ひたすら,うしてけ,うとうら,しないが,じとへと,おーくだ,とっぷら,からこそ,するくら,はたくさ,わなかっ,かったか,がちけっ,ぎたこと,うとしな,げたにこ,すかうと,もそもだ,がらもさ,ぐだから,さんどば,わないが,かつくだ,かってく
1,1,1,1,1,4,1,2,1,1,1,2,1,1,4,1,1,1,1,16,2,4,1,14,1,5,1,3,2,1,2,1,5,1,1,2,2,5,1,1,4,1,3,3,1,1,1,1,1,1,1,11,5,1,1,1,1,2,1,2,3,1,1,4,1,1,3,1,4,1,1,27,1,1,1,1,3,2,1,1,1,2,8,1,1,2,3,1,2,2,1,3,1,1,1,1,1,1,19,2,1,1,8,1,1,3,1,2,1,1,1,2,2,1,3
