タタタッ,ハッキリ,コリペコ,ジタバタ,ソワワク,ランカラ,ビリチビ,プルンプル,バッチリ,タッタタ,グリモグ,チリンチリ,ランソワ,ドタバタ
2,1,1,1,1,2,1,1,1,1,1,1,65,1
