ざわめき,らんくだ,わたしと,くだから,てかわし,にこしな,らんくに,がらみり,らんから,ちらから,こそつい,こちから,くっきり,ぐりふが,ずかしく,しながら,がぶつか,がたんがた,するから,べたくら,うしたっ,だったら,つけたか,がらぐら,ぐりふさ,にやしな,うだから,するぱー,てくから,だったか,しなくた,たっぷり,すっかり,さんから,びかけた,こうから,するなよ,ぐつわや,ひそめた,もそうだ,びりしな,もそちら,かりだっ,ずかしな,ばっかり,わしたら,がためら,さんがや,だらしな,からひた,びかかっ,ひたすら,がりつい,ひくつか,すくめた,からこそ,かったら,ぐりふよ,てかかっ,ふさわし,どさくさ
1,3,1,2,1,1,6,1,1,1,1,1,1,11,3,11,1,1,2,1,1,1,1,1,2,1,1,1,1,4,1,4,13,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,2,1,1,2,1,1,1,1
