グーペコ,スッポリ,プルプリ,ジタバタ,スッカラ,ブルプリ,スカウト,ハッピー,ハッスル,カップル,スクドー,グースカ,プリムラ,クッキー,ブルパリ,ムシャクシャ,マジスッ,スーパー,ノコギリ,パラメー,カチコチ,ノタウロ,モロコシ,プルパリ,ゴキブリ,コンパク,サンドバ,プッツー,タッフル,ムズアップ
1,1,1,1,1,1,2,1,1,1,1,1,96,1,1,1,1,1,1,1,1,23,1,1,1,1,1,1,1,2
