ランカス,ワーラン,プルモジ,スクワー,コントロ,スッカラ,ドタイガ,フルメタ,ウジャウジ,ガッチリ,スカウト,フルマジ,ガタンドタ,バッチリ,フラワー,パークス,サンプル,スカイラ,キャッスル,ラントロ,ガラクタ,ノコギリ,ジリスク,ランコロン,バックス,キロメー,メチャクチャ,ランサー,ガッカリ,ヘッポコ,ノープラ,ブルメー,サンキュー,オーサー,ランクー,ガクブル,ブリザー,ザードタ
1,3,1,1,1,1,17,1,1,1,6,1,1,5,1,1,1,1,1,1,2,2,17,1,1,1,2,3,1,1,2,1,1,1,1,1,2,1
