ホログラ,コントロ,ウルキュー,スカウト,ハッピー,キャッスル,ノコギリ,コウモリ,スーツケ,ノタウロ,ゴキブリ,コンパク,バリスタ,バラドバ
1,2,1,1,1,10,2,2,1,4,1,1,1,1
