ハッキリ,コントロ,トップク,ウジャウジ,スッキリ,スカウト,ハッスル,ウラガラ,パラメー,キロメー,メチャクチャ,ブーメラ,ガッカリ,サッパリ
9,1,2,1,1,1,1,1,33,1,2,1,2,1
