ハッキリ,ブルスタ,トップク,ガッチリ,スッキリ,ツルペタ,ガシャガシ,ランクス,サンプル,カラフル,フットボ,サッパリ,ガチャガチ
6,1,5,1,1,1,1,1,1,1,1,1,1
