ジタバタ,コントロ,トップク,スッキリ,ワーアップ,クッキー,ランクス,ギョロギョ,コウモリ,バックス,ブーメラ,ピードー,コンプリ,ランドク,ポッカリ,バラバタ
2,16,1,1,1,10,1,1,11,3,1,1,1,29,3,1
