ゴタゴタ,ガタガタ,ギラギラ,ギリギリ,ピリピリ,ボロボロ
[' フェニックス討伐の後、出てきたさまざまなゴタゴタ。\n'],[' 大勢のゴブリンの前に立つ少女の全身はガタガタと震えていた。\n'],[' …… その理由は、こちらにギラギラとした視線を送ってくる、他のギルド職員にあった。\n'],"[' その時の私が、そう理解してしまうほどにお兄さんの戦いはギリギリだった。\n', ' 正直、超難易度魔獣はギリギリまで追い詰めようが、気を抜くことができない存在なのだ。\n']","[' ただ、僕だけに敵意を向けてきていて、肌にピリピリと感じる殺意に、どれ程恨まれているのかと僕は思わず口元に苦笑を浮かべる。\n', ' 轟音と肌がピリピリするような敵意に、僕はもう少しの所までヒュドラが迫って来ていることを理解する。\n']","[' 「何でこんなボロボロになっているんだよ！俺たちふつうに勝てるはずだっただろうが！何でだよ！あんな役立たずがいなくなっただけで何でこんなにクエストがこなせなくなるんだよ！あいつは最初ヒュドラに攻撃しただけで後は逃げ回っていただけじゃねえか！」\n', ' だが、そのスキルに溺れてしまい、肝心の素の動きがボロボロだ。\n', ' 身体はボロボロで、後どれくらいで助けが来るかもわからない。\n', ' ボロボロで、決して強いと言える実力を有していないにもかかわらず、お兄さんは必死に私を守るために戦っていた。\n', ' ……だが、そう思っていても、ここから負けることはないと確信できるほど、フェニックスの状態はボロボロだった。\n']"
