ジーラン,ジタバタ,コントロ,ズタボロ,カッパー,ウジャウジ,バッチリ,ケッサク,ザーサン,フルドー,キロメー,メチャクチャ,ハラワタ,キーヒッ,フルブー,コンプリ
1,1,1,1,1,2,3,3,27,6,1,3,1,1,1,1
