バチコン,マザコン,イラゲー,モジャモジ,トップク,カツサン,ブルコン,ガッチリ,スッキリ,ワードー,カップル,ワーアップ,バッチリ,クッキー,メタセコ,スーパー,ガラクタ,ツーピー,コウモリ,クスキー,カラフル,カチコチ,メージト,ブストー,ノーブル,ガラガッ,ゴキブリ,コンパク,トッパー,ジークー,コンプリ,ポッキリ,バリスタ,ムズアップ
1,1,1,1,1,1,1,2,1,1,6,2,15,22,3,1,2,1,1,1,2,1,1,1,1,1,4,2,2,4,1,1,2,1
