ハッキリ,ペチャクチャ,キログラ,ジタバタ,ズタボロ,スッカラ,パカパー,トップク,グラシャラ,ウジャウジ,ガッチリ,スッキリ,スカウト,カップル,カップリ,ガシャガシ,バッチリ,サンスク,ドキワク,クッキー,スーパー,ガラクタ,コリゴリ,パープル,モタツカ,メチャクチャ,ガッカリ,ブルンブル,サンキュー,コンパク,トップス,コンプリ,トップラ,パッキリ,ビシバシ,ポッカリ,クッキリ,ムズアップ
9,1,2,1,1,2,1,6,6,1,3,5,1,2,1,1,5,7,2,1,2,1,1,4,1,4,2,1,1,4,1,1,1,1,1,2,2,1
