カチカス,サーカス,コントロ,トップク,ガリチビ,ピーキー,スカウト,カップル,サンプル,タラスク,キリパキ,ガラクタ,パープル,カラフル,コンバッ,オーグリ,バラクラ,ゴキブリ,カタカッ,トッパー,ウラオー,ムズアップ,ドタバタ
1,1,15,3,1,1,8,1,4,306,1,4,3,1,1,719,1,4,1,1,1,1,3
