ジャークッ,コントロ,ガクンガク,ランカラ,ガラガシ,スッキリ,ガタゴト,ブランケッ,クッキー,スクラン,マゴサン,サバサッ,クックニ,ランコロン,グラスク,クタイガ,ピースタ,グーパー,バッカス,トップラ
1,4,1,2,1,1,1,4,2,1,2,1,1,1,1,1,1,1,2,2
