ペッパー,ハッキリ,バッサバッ,コントロ,ランカラ,スカウト,ハッピー,タラクス,カララン,カップル,ヒーカッ,ワーバラ,クッキー,ドースラ,カタフラ,スクラン,スーパー,タラスク,ガラクタ,シャースラ,サースラ,パラメー,キロメー,メチャクチャ,カチャカチ,ゴキブリ,トップス,サンラン,バリスタ,ビシバシ,ワークス,ワークド,コンサラ
1,3,1,9,1,12,1,9,1,3,1,2,3,1,9,3,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1
