カタコト,コントロ,トップク,ツートッ,ブラコン,トボトッ,サンプル,ガラクタ,コンチク,バックス,メージト,ノタウロ,ガチャガチ,バッカス,ブルヘッ
1,1,5,1,1,1,1,1,1,1,1,24,1,16,3
