ヒッヒー,バクゴック,ハッキリ,タップリ,シオラン,コントロ,ズタボロ,トロブス,ガッチリ,スッキリ,スカウト,サブラン,カップル,バッチリ,クッキー,ランゲー,バックス,グチャグチ,ポキパキ,トップス,ムシャムシ
1,1,4,1,1,2,1,1,1,4,2,32,1,1,2,1,3,2,1,2,1
