ランベリ,ランバッ,カラコロン,コントロ,ウルバッ,トップク,キーワー,ムシチュー,スカウト,サクラン,ハッピー,ハッスル,ワーアップ,クサビシ,クラタッ,オーパー,ジャーキー,パラメー,バックス,ムカウト,イラギタ,モロコシ,バックド
2,1,1,2,1,1,1,1,5,1,2,1,1,1,1,3,4,4,2,1,1,5,1
