ハッキリ,タップリ,パッカリ,バッサバッ,コントロ,グラゴロ,ズタボロ,ガクンガク,ガッチリ,マザラン,グチョグチ,プルンプル,ザーコン,ハッピー,ワーアップ,キーボー,ワーウル,ワーフル,ホッゴホ,ギョロギョ,ツーピー,ランコロン,グストー,メチャクチャ,ブルンブル,バッカス,ハッサン,トップス,ムシャムシ,バリスタ,ドタバタ
7,1,1,1,6,10,4,2,2,1,1,1,1,1,5,2,4,2,2,1,1,1,4,2,1,12,1,1,1,6,1
