ザースタ,ジタバタ,コントロ,ズタボロ,トップク,ガッチリ,カップル,バッチリ,ヒーカッ,サンプル,スーパー,ガチムチ,ブーメラ,ガサゴソ,トロベリ,ビシバシ
1,4,1,1,1,1,3,2,7,1,1,1,1,1,1,1
