バッサバッ,ジタバタ,コントロ,ピシピキ,プルンプル,スカウト,カップル,シャッフル,クッキー,サンプル,ガラクタ,ジリスク,バックス,ドシンドシ,ガサゴソ,バリスタ,ビシバシ,ムズアップ,クッビク
3,1,2,1,1,1,1,1,3,4,5,99,1,1,1,2,2,1,1
