マザコン,バッサバッ,ジタバタ,コントロ,トップク,タカタッ,ランカラ,ガラガシ,ハッピー,カップル,ダダダッ,ガシャガシ,ワーアップ,ワーバラ,クッキー,ブラヒリ,サンプル,スクラン,ガラクタ,タドタッ,キロメー,ガチャガチ,ポッキリ,ノコグラ,ブリザー
2,1,7,2,2,1,4,1,1,1,1,1,1,3,2,4,1,1,8,1,1,1,2,19,1
